Solution Label	Type	Element	Soln Conc	Units	强度	重复项
STD 0.1	标样	Ti	0.1	mg/L	12992	3
STD 0.1	标样	Ti(ref)	0.1	mg/L	26266	3
STD 0.1	标样	Ti(ref)	0.1	mg/L	13438	3
STD 0.1	标样	Ti(ref)	0.1	mg/L	4384.9	3
STD 0.1	标样	Y	1.0307	比值	131330	3
STD 0.1	标样	Y	1.0343	比值	242930	3
STD 0.1	标样	Y	1.0309	比值	164110	3
STD 0.1	标样	Zn	0.1	mg/L	2287.1	3
STD 0.1	标样	Zn(ref)	0.1	mg/L	2365.2	3
STD 0.1	标样	Zn(ref)	0.1	mg/L	378.51	3
STD 0.1	标样	Zr	0.1	mg/L	11172	3
STD 0.1	标样	Zr(ref)	0.1	mg/L	11561	3
STD 0.1	标样	Zr(ref)	0.1	mg/L	12931	3
STD 0.1	标样	Zr(ref)	0.1	mg/L	33162	3
STD 0.5	标样	Al	0.5	mg/L	25798	3
STD 0.5	标样	Al(ref)	0.5	mg/L	7986.7	3
STD 0.5	标样	Al(ref)	0.5	mg/L	26173	3
STD 0.5	标样	As	0.5	mg/L	609.29	3
STD 0.5	标样	As(ref)	0.5	mg/L	618.17	3
STD 0.5	标样	As(ref)	0.5	mg/L	595.76	3
STD 0.5	标样	As(ref)	0.5	mg/L	154.34	3
STD 0.5	标样	As(ref)	0.5	mg/L	272.36	3
STD 0.5	标样	B	0.5	mg/L	861.18	3
STD 0.5	标样	B(ref)	0.5	mg/L	873.63	3
STD 0.5	标样	B(ref)	0.5	mg/L	8287.8	3
STD 0.5	标样	B(ref)	0.5	mg/L	15733	3
STD 0.5	标样	Ba	0.5	mg/L	31124	3
STD 0.5	标样	Ba(ref)	0.5	mg/L	20949	3
STD 0.5	标样	Ba(ref)	0.5	mg/L	31579	3
STD 0.5	标样	Ba(ref)	0.5	mg/L	735780	3
STD 0.5	标样	Ba(ref)	0.5	mg/L	505590	3
STD 0.5	标样	Ca	0.5	mg/L	2750600	3
STD 0.5	标样	Ca(ref)	0.5	mg/L	24039	3
STD 0.5	标样	Ca(ref)	0.5	mg/L	1811200	3
STD 0.5	标样	Ca(ref)	0.5	mg/L	2790500	3
STD 0.5	标样	Ca(ref)	0.5	mg/L	76814	3
STD 0.5	标样	Cd	0.5	mg/L	15813	3
STD 0.5	标样	Cd(ref)	0.5	mg/L	15274	3
STD 0.5	标样	Cd(ref)	0.5	mg/L	19186	3
STD 0.5	标样	Cd(ref)	0.5	mg/L	16042	3
STD 0.5	标样	Cd(ref)	0.5	mg/L	787.67	3
STD 0.5	标样	Cd(ref)	0.5	mg/L	2182.1	3
STD 0.5	标样	Co	0.5	mg/L	5659.3	3
STD 0.5	标样	Co(ref)	0.5	mg/L	9372.1	3
STD 0.5	标样	Co(ref)	0.5	mg/L	6198.6	3
STD 0.5	标样	Co(ref)	0.5	mg/L	5741.5	3
STD 0.5	标样	Cr	0.5	mg/L	16967	3
STD 0.5	标样	Cr(ref)	0.5	mg/L	3275.2	3
STD 0.5	标样	Cr(ref)	0.5	mg/L	968.59	3
STD 0.5	标样	Cr(ref)	0.5	mg/L	17213	3
STD 0.5	标样	Cu	0.5	mg/L	27134	3
STD 0.5	标样	Cu(ref)	0.5	mg/L	4820.9	3
STD 0.5	标样	Cu(ref)	0.5	mg/L	32487	3
STD 0.5	标样	Cu(ref)	0.5	mg/L	27527	3
STD 0.5	标样	Fe	0.5	mg/L	13057	3
STD 0.5	标样	Fe(ref)	0.5	mg/L	6347.3	3
STD 0.5	标样	Fe(ref)	0.5	mg/L	13246	3
STD 0.5	标样	Fe(ref)	0.5	mg/L	6536	3
STD 0.5	标样	Hg	0.5	mg/L	1083.1	3
STD 0.5	标样	Hg(ref)	0.5	mg/L	1098.7	3
STD 0.5	标样	Hg(ref)	0.5	mg/L	1833.5	3
STD 0.5	标样	Hg(ref)	0.5	mg/L	1981.7	3
STD 0.5	标样	K	0.5	mg/L	27069	3
STD 0.5	标样	K(ref)	0.5	mg/L	5988.3	3
STD 0.5	标样	K(ref)	0.5	mg/L	27.365	3
STD 0.5	标样	K(ref)	0.5	mg/L	15582	3
STD 0.5	标样	K(ref)	0.5	mg/L	27463	3
STD 0.5	标样	K(ref)	0.5	mg/L	57307	3
STD 0.5	标样	Mg	0.5	mg/L	401940	3
STD 0.5	标样	Mg(ref)	0.5	mg/L	407780	3
STD 0.5	标样	Mg(ref)	0.5	mg/L	1676.2	3
STD 0.5	标样	Mg(ref)	0.5	mg/L	95183	3
STD 0.5	标样	Mg(ref)	0.5	mg/L	14724	3
STD 0.5	标样	Mn	0.5	mg/L	94678	3
STD 0.5	标样	Mn(ref)	0.5	mg/L	96055	3
STD 0.5	标样	Mn(ref)	0.5	mg/L	44201	3
STD 0.5	标样	Mn(ref)	0.5	mg/L	8645.7	3
STD 0.5	标样	Mo	0.5	mg/L	1081.8	3
STD 0.5	标样	Mo(ref)	0.5	mg/L	1097.4	3
STD 0.5	标样	Mo(ref)	0.5	mg/L	3237.2	3
STD 0.5	标样	Mo(ref)	0.5	mg/L	1999.8	3
STD 0.5	标样	Na	5	mg/L	1061000	3
STD 0.5	标样	Na(ref)	5	mg/L	15147	3
STD 0.5	标样	Na(ref)	5	mg/L	1844.4	3
STD 0.5	标样	Na(ref)	5	mg/L	2101800	3
STD 0.5	标样	Na(ref)	5	mg/L	1076500	3
STD 0.5	标样	Ni	0.5	mg/L	2302.3	3
STD 0.5	标样	Ni(ref)	0.5	mg/L	3394.8	3
STD 0.5	标样	Ni(ref)	0.5	mg/L	1067.1	3
STD 0.5	标样	Ni(ref)	0.5	mg/L	2302.3	3
STD 0.5	标样	Pb	0.5	mg/L	1243.5	3
STD 0.5	标样	Pb	0.5	mg/L	1078.7	3
STD 0.5	标样	Pb(ref)	0.5	mg/L	172.55	3
STD 0.5	标样	Pb(ref)	0.5	mg/L	319.45	3
STD 0.5	标样	Pb(ref)	0.5	mg/L	1261.5	3
STD 0.5	标样	Pb(ref)	0.5	mg/L	543.68	3
STD 0.5	标样	Pb(ref)	0.5	mg/L	669.47	3
STD 0.5	标样	Pb(ref)	0.5	mg/L	192.23	3
STD 0.5	标样	Pb(ref)	0.5	mg/L	1569.5	3
STD 0.5	标样	Sb	0.5	mg/L	1029.8	3
STD 0.5	标样	Sb(ref)	0.5	mg/L	1044.4	3
STD 0.5	标样	Sb(ref)	0.5	mg/L	459.41	3
STD 0.5	标样	Sb(ref)	0.5	mg/L	496.97	3
STD 0.5	标样	Sc	0.97	比值	1058.5	3
STD 0.5	标样	Sc	0.96	比值	8984.65	3
STD 0.5	标样	Sc	0.95	比值	11122.58	3
STD 0.5	标样	Se	0.5	mg/L	308.47	3
STD 0.5	标样	Se(ref)	0.5	mg/L	312.99	3
STD 0.5	标样	Se(ref)	0.5	mg/L	240.48	3
STD 0.5	标样	Sn	0.5	mg/L	660.12	3
STD 0.5	标样	Sn(ref)	0.5	mg/L	669.66	3
STD 0.5	标样	Sn(ref)	0.5	mg/L	253.15	3
STD 0.5	标样	Sn(ref)	0.5	mg/L	1504.3	3
STD 0.5	标样	Sr	0.5	mg/L	2962200	3
STD 0.5	标样	Sr(ref)	0.5	mg/L	3005300	3
STD 0.5	标样	Sr(ref)	0.5	mg/L	1226400	3
STD 0.5	标样	Sr(ref)	0.5	mg/L	72288	3
STD 0.5	标样	Ti	0.5	mg/L	60183	3
STD 0.5	标样	Ti(ref)	0.5	mg/L	125040	3
STD 0.5	标样	Ti(ref)	0.5	mg/L	61056	3
STD 0.5	标样	Ti(ref)	0.5	mg/L	21030	3
STD 0.5	标样	Y	1.0154	比值	129380	3
STD 0.5	标样	Y	1.0145	比值	238270	3
STD 0.5	标样	Y	1.0078	比值	160430	3
STD 0.5	标样	Zn	0.5	mg/L	10456	3
STD 0.5	标样	Zn(ref)	0.5	mg/L	10607	3
STD 0.5	标样	Zn(ref)	0.5	mg/L	1700.4	3
STD 0.5	标样	Zr	0.5	mg/L	50838	3
STD 0.5	标样	Zr(ref)	0.5	mg/L	51572	3
STD 0.5	标样	Zr(ref)	0.5	mg/L	57307	3
STD 0.5	标样	Zr(ref)	0.5	mg/L	103830	3
STD 1.0	标样	Al	1	mg/L	50058	3
STD 1.0	标样	Al(ref)	1	mg/L	15332	3
STD 1.0	标样	Al(ref)	1	mg/L	50946	3
STD 1.0	标样	As	1	mg/L	1226.3	3
STD 1.0	标样	As(ref)	1	mg/L	1248	3
STD 1.0	标样	As(ref)	1	mg/L	1207.8	3
STD 1.0	标样	As(ref)	1	mg/L	296.53	3
STD 1.0	标样	As(ref)	1	mg/L	488.57	3
STD 1.0	标样	B	1	mg/L	1711.6	3
STD 1.0	标样	B(ref)	1	mg/L	1741.9	3
STD 1.0	标样	B(ref)	1	mg/L	16619	3
STD 1.0	标样	B(ref)	1	mg/L	31401	3
STD 1.0	标样	Ba	1	mg/L	61870	3
STD 1.0	标样	Ba(ref)	1	mg/L	41726	3
STD 1.0	标样	Ba(ref)	1	mg/L	62974	3
STD 1.0	标样	Ba(ref)	1	mg/L	1469300	3
STD 1.0	标样	Ba(ref)	1	mg/L	1013800	3
STD 1.0	标样	Ca	1	mg/L	4897100	3
STD 1.0	标样	Ca(ref)	1	mg/L	41952	3
STD 1.0	标样	Ca(ref)	1	mg/L	3186500	3
STD 1.0	标样	Ca(ref)	1	mg/L	4984400	3
STD 1.0	标样	Ca(ref)	1	mg/L	145050	3
STD 1.0	标样	Cd	1	mg/L	31457	3
STD 1.0	标样	Cd(ref)	1	mg/L	30392	3
STD 1.0	标样	Cd(ref)	1	mg/L	38008	3
STD 1.0	标样	Cd(ref)	1	mg/L	32016	3
STD 1.0	标样	Cd(ref)	1	mg/L	1434.1	3
STD 1.0	标样	Cd(ref)	1	mg/L	4580.4	3
STD 1.0	标样	Co	1	mg/L	11249	3
STD 1.0	标样	Co(ref)	1	mg/L	18710	3
STD 1.0	标样	Co(ref)	1	mg/L	12417	3
STD 1.0	标样	Co(ref)	1	mg/L	11450	3
STD 1.0	标样	Cr	1	mg/L	33364	3
STD 1.0	标样	Cr(ref)	1	mg/L	6532.2	3
STD 1.0	标样	Cr(ref)	1	mg/L	1903.9	3
STD 1.0	标样	Cr(ref)	1	mg/L	33960	3
STD 1.0	标样	Cu	1	mg/L	54319	3
STD 1.0	标样	Cu(ref)	1	mg/L	9560.5	3
STD 1.0	标样	Cu(ref)	1	mg/L	64663	3
STD 1.0	标样	Cu(ref)	1	mg/L	55289	3
STD 1.0	标样	Fe	1	mg/L	25258	3
STD 1.0	标样	Fe(ref)	1	mg/L	12158	3
STD 1.0	标样	Fe(ref)	1	mg/L	25709	3
STD 1.0	标样	Fe(ref)	1	mg/L	12659	3
STD 1.0	标样	Hg	1	mg/L	2118.4	3
STD 1.0	标样	Hg(ref)	1	mg/L	2156.1	3
STD 1.0	标样	Hg(ref)	1	mg/L	3628.4	3
STD 1.0	标样	Hg(ref)	1	mg/L	3913.6	3
STD 1.0	标样	K	1	mg/L	58138	3
STD 1.0	标样	K(ref)	1	mg/L	2234.4	3
STD 1.0	标样	K(ref)	1	mg/L	15.686	3
STD 1.0	标样	K(ref)	1	mg/L	15753	3
STD 1.0	标样	K(ref)	1	mg/L	59179	3
STD 1.0	标样	K(ref)	1	mg/L	80970	3
STD 1.0	标样	Mg	1	mg/L	774790	3
STD 1.0	标样	Mg(ref)	1	mg/L	788650	3
STD 1.0	标样	Mg(ref)	1	mg/L	3385.8	3
STD 1.0	标样	Mg(ref)	1	mg/L	187340	3
STD 1.0	标样	Mg(ref)	1	mg/L	29606	3
STD 1.0	标样	Mn	1	mg/L	187740	3
STD 1.0	标样	Mn(ref)	1	mg/L	191080	3
STD 1.0	标样	Mn(ref)	1	mg/L	87922	3
STD 1.0	标样	Mn(ref)	1	mg/L	17146	3
STD 1.0	标样	Mo	1	mg/L	2222.1	3
STD 1.0	标样	Mo(ref)	1	mg/L	2261.7	3
STD 1.0	标样	Mo(ref)	1	mg/L	6600.9	3
STD 1.0	标样	Mo(ref)	1	mg/L	4072.6	3
STD 1.0	标样	Na	10	mg/L	2242900	3
STD 1.0	标样	Na(ref)	10	mg/L	16669	3
STD 1.0	标样	Na(ref)	10	mg/L	3604.9	3
STD 1.0	标样	Na(ref)	10	mg/L	4248500	3
STD 1.0	标样	Na(ref)	10	mg/L	2283200	3
STD 1.0	标样	Ni	1	mg/L	4517	3
STD 1.0	标样	Ni(ref)	1	mg/L	6627.8	3
STD 1.0	标样	Ni(ref)	1	mg/L	2118.3	3
STD 1.0	标样	Ni(ref)	1	mg/L	4517	3
STD 1.0	标样	Pb	1	mg/L	2436.6	3
STD 1.0	标样	Pb	1	mg/L	2104.4	3
STD 1.0	标样	Pb(ref)	1	mg/L	307.52	3
STD 1.0	标样	Pb(ref)	1	mg/L	621.37	3
STD 1.0	标样	Pb(ref)	1	mg/L	2480	3
STD 1.0	标样	Pb(ref)	1	mg/L	1059.5	3
STD 1.0	标样	Pb(ref)	1	mg/L	1338.1	3
STD 1.0	标样	Pb(ref)	1	mg/L	398.07	3
STD 1.0	标样	Pb(ref)	1	mg/L	3267.2	3
STD 1.0	标样	Sb	1	mg/L	2014.1	3
STD 1.0	标样	Sb(ref)	1	mg/L	2050.2	3
STD 1.0	标样	Sb(ref)	1	mg/L	924.54	3
STD 1.0	标样	Sb(ref)	1	mg/L	956.59	3
STD 1.0	标样	Sc	0.93	比值	1020.94	3
STD 1.0	标样	Sc	0.93	比值	8725.99	3
STD 1.0	标样	Sc	0.92	比值	10716.28	3
STD 1.0	标样	Se	1	mg/L	638.84	3
STD 1.0	标样	Se(ref)	1	mg/L	650.2	3
STD 1.0	标样	Se(ref)	1	mg/L	486.22	3
STD 1.0	标样	Sn	1	mg/L	1287.2	3
STD 1.0	标样	Sn(ref)	1	mg/L	1310.2	3
STD 1.0	标样	Sn(ref)	1	mg/L	459.86	3
STD 1.0	标样	Sn(ref)	1	mg/L	2977.4	3
STD 1.0	标样	Sr	1	mg/L	5819000	3
STD 1.0	标样	Sr(ref)	1	mg/L	5923500	3
STD 1.0	标样	Sr(ref)	1	mg/L	2432100	3
STD 1.0	标样	Sr(ref)	1	mg/L	152650	3
STD 1.0	标样	Ti	1	mg/L	118990	3
STD 1.0	标样	Ti(ref)	1	mg/L	249790	3
STD 1.0	标样	Ti(ref)	1	mg/L	121110	3
STD 1.0	标样	Ti(ref)	1	mg/L	41579	3
STD 1.0	标样	Y	1.0162	比值	129480	3
STD 1.0	标样	Y	1.0178	比值	239050	3
STD 1.0	标样	Y	1.0137	比值	161380	3
STD 1.0	标样	Zn	1	mg/L	20506	3
STD 1.0	标样	Zn(ref)	1	mg/L	20872	3
STD 1.0	标样	Zn(ref)	1	mg/L	3324.3	3
STD 1.0	标样	Zr	1	mg/L	80162	3
STD 1.0	标样	Zr(ref)	1	mg/L	81590	3
STD 1.0	标样	Zr(ref)	1	mg/L	90842	3
STD 1.0	标样	Zr(ref)	1	mg/L	157700	3
STD 2.0	标样	Al	2	mg/L	97426	3
STD 2.0	标样	Al(ref)	2	mg/L	28721	3
STD 2.0	标样	Al(ref)	2	mg/L	98351	3
STD 2.0	标样	As	2	mg/L	2518.6	3
STD 2.0	标样	As(ref)	2	mg/L	2542.4	3
STD 2.0	标样	As(ref)	2	mg/L	2491.7	3
STD 2.0	标样	As(ref)	2	mg/L	586.15	3
STD 2.0	标样	As(ref)	2	mg/L	943.77	3
STD 2.0	标样	B	2	mg/L	3444.5	3
STD 2.0	标样	B(ref)	2	mg/L	3477	3
STD 2.0	标样	B(ref)	2	mg/L	33183	3
STD 2.0	标样	B(ref)	2	mg/L	62733	3
STD 2.0	标样	Ba	2	mg/L	122850	3
STD 2.0	标样	Ba(ref)	2	mg/L	82379	3
STD 2.0	标样	Ba(ref)	2	mg/L	124010	3
STD 2.0	标样	Ba(ref)	2	mg/L	2923300	3
STD 2.0	标样	Ba(ref)	2	mg/L	2025500	3
STD 2.0	标样	Ca	2	mg/L	8850700	3
STD 2.0	标样	Ca(ref)	2	mg/L	75393	3
STD 2.0	标样	Ca(ref)	2	mg/L	5686500	3
STD 2.0	标样	Ca(ref)	2	mg/L	8933700	3
STD 2.0	标样	Ca(ref)	2	mg/L	279620	3
STD 2.0	标样	Cd	2	mg/L	63196	3
STD 2.0	标样	Cd(ref)	2	mg/L	59595	3
STD 2.0	标样	Cd(ref)	2	mg/L	75086	3
STD 2.0	标样	Cd(ref)	2	mg/L	63795	3
STD 2.0	标样	Cd(ref)	2	mg/L	2687.2	3
STD 2.0	标样	Cd(ref)	2	mg/L	9261	3
STD 2.0	标样	Co	2	mg/L	22474	3
STD 2.0	标样	Co(ref)	2	mg/L	36905	3
STD 2.0	标样	Co(ref)	2	mg/L	24583	3
STD 2.0	标样	Co(ref)	2	mg/L	22685	3
STD 2.0	标样	Cr	2	mg/L	66453	3
STD 2.0	标样	Cr(ref)	2	mg/L	12908	3
STD 2.0	标样	Cr(ref)	2	mg/L	3710.6	3
STD 2.0	标样	Cr(ref)	2	mg/L	67079	3
STD 2.0	标样	Cu	2	mg/L	109830	3
STD 2.0	标样	Cu(ref)	2	mg/L	18957	3
STD 2.0	标样	Cu(ref)	2	mg/L	129040	3
STD 2.0	标样	Cu(ref)	2	mg/L	110860	3
STD 2.0	标样	Fe	2	mg/L	49317	3
STD 2.0	标样	Fe(ref)	2	mg/L	23711	3
STD 2.0	标样	Fe(ref)	2	mg/L	49783	3
STD 2.0	标样	Fe(ref)	2	mg/L	24638	3
STD 2.0	标样	Hg	2	mg/L	4253.6	3
STD 2.0	标样	Hg(ref)	2	mg/L	4293.6	3
STD 2.0	标样	Hg(ref)	2	mg/L	7168.5	3
STD 2.0	标样	Hg(ref)	2	mg/L	7965.6	3
STD 2.0	标样	K	2	mg/L	131250	3
STD 2.0	标样	K(ref)	2	mg/L	2073.7	3
STD 2.0	标样	K(ref)	2	mg/L	23.851	3
STD 2.0	标样	K(ref)	2	mg/L	15455	3
STD 2.0	标样	K(ref)	2	mg/L	132490	3
STD 2.0	标样	K(ref)	2	mg/L	135770	3
STD 2.0	标样	Mg	2	mg/L	1500600	3
STD 2.0	标样	Mg(ref)	2	mg/L	1514700	3
STD 2.0	标样	Mg(ref)	2	mg/L	6643.1	3
STD 2.0	标样	Mg(ref)	2	mg/L	365560	3
STD 2.0	标样	Mg(ref)	2	mg/L	59031	3
STD 2.0	标样	Mn	2	mg/L	371670	3
STD 2.0	标样	Mn(ref)	2	mg/L	375200	3
STD 2.0	标样	Mn(ref)	2	mg/L	172950	3
STD 2.0	标样	Mn(ref)	2	mg/L	33863	3
STD 2.0	标样	Mo	2	mg/L	4511.7	3
STD 2.0	标样	Mo(ref)	2	mg/L	4554.6	3
STD 2.0	标样	Mo(ref)	2	mg/L	13563	3
STD 2.0	标样	Mo(ref)	2	mg/L	8322	3
STD 2.0	标样	Na	20	mg/L	4830400	3
STD 2.0	标样	Na(ref)	20	mg/L	17977	3
STD 2.0	标样	Na(ref)	20	mg/L	7425.6	3
STD 2.0	标样	Na(ref)	20	mg/L	8740300	3
STD 2.0	标样	Na(ref)	20	mg/L	4876800	3
STD 2.0	标样	Ni	2	mg/L	8892.5	3
STD 2.0	标样	Ni(ref)	2	mg/L	13080	3
STD 2.0	标样	Ni(ref)	2	mg/L	4175.5	3
STD 2.0	标样	Ni(ref)	2	mg/L	8892.5	3
STD 2.0	标样	Pb	2	mg/L	4848.4	3
STD 2.0	标样	Pb	2	mg/L	4163.1	3
STD 2.0	标样	Pb(ref)	2	mg/L	554.69	3
STD 2.0	标样	Pb(ref)	2	mg/L	1250.1	3
STD 2.0	标样	Pb(ref)	2	mg/L	4894.1	3
STD 2.0	标样	Pb(ref)	2	mg/L	2116.8	3
STD 2.0	标样	Pb(ref)	2	mg/L	2679	3
STD 2.0	标样	Pb(ref)	2	mg/L	795.5	3
STD 2.0	标样	Pb(ref)	2	mg/L	6622.4	3
STD 2.0	标样	Sb	2	mg/L	4090.6	3
STD 2.0	标样	Sb(ref)	2	mg/L	4129.4	3
STD 2.0	标样	Sb(ref)	2	mg/L	1837	3
STD 2.0	标样	Sb(ref)	2	mg/L	1905.1	3
STD 2.0	标样	Sc	0.97	比值	1062.45	3
STD 2.0	标样	Sc	0.98	比值	9135.32	3
STD 2.0	标样	Sc	0.94	比值	11019.05	3
STD 2.0	标样	Se	2	mg/L	1296.5	3
STD 2.0	标样	Se(ref)	2	mg/L	1308.7	3
STD 2.0	标样	Se(ref)	2	mg/L	989.46	3
STD 2.0	标样	Sn	2	mg/L	2603.1	3
STD 2.0	标样	Sn(ref)	2	mg/L	2627.6	3
STD 2.0	标样	Sn(ref)	2	mg/L	879.53	3
STD 2.0	标样	Sn(ref)	2	mg/L	5951.2	3
STD 2.0	标样	Sr	2	mg/L	11381000	3
STD 2.0	标样	Sr(ref)	2	mg/L	11488000	3
STD 2.0	标样	Sr(ref)	2	mg/L	4760700	3
STD 2.0	标样	Sr(ref)	2	mg/L	326550	3
STD 2.0	标样	Ti	2	mg/L	232780	3
STD 2.0	标样	Ti(ref)	2	mg/L	486080	3
STD 2.0	标样	Ti(ref)	2	mg/L	234990	3
STD 2.0	标样	Ti(ref)	2	mg/L	80694	3
STD 2.0	标样	Y	1.0124	比值	128990	3
STD 2.0	标样	Y	1.0095	比值	237090	3
STD 2.0	标样	Y	1.0115	比值	161020	3
STD 2.0	标样	Zn	2	mg/L	40077	3
STD 2.0	标样	Zn(ref)	2	mg/L	40450	3
STD 2.0	标样	Zn(ref)	2	mg/L	6520.5	3
STD 2.0	标样	Zr	2	mg/L	151830	3
STD 2.0	标样	Zr(ref)	2	mg/L	153250	3
STD 2.0	标样	Zr(ref)	2	mg/L	170250	3
STD 2.0	标样	Zr(ref)	2	mg/L	284970	3
CC	QC	Al	0.4699	mg/L	23609	3
CC	QC	Al(ref)	0.46561	mg/L	7294.2	3
CC	QC	Al(ref)	0.48231	mg/L	24093	3
CC	QC	As	0.53957	mg/L	682.57	3
CC	QC	As(ref)	0.55239	mg/L	696.62	3
CC	QC	As(ref)	0.57662	mg/L	690.57	3
CC	QC	As(ref)	0.54549	mg/L	169.6	3
CC	QC	As(ref)	0.56817	mg/L	310.86	3
CC	QC	B	0.02747	mg/L	64.819	3
CC	QC	B(ref)	0.02678	mg/L	66.121	3
CC	QC	B(ref)	0.00567	mg/L	163.62	3
CC	QC	B(ref)	0.0048	mg/L	266.65	3
CC	QC	Ba	0.505	mg/L	31140	3
CC	QC	Ba(ref)	0.50377	mg/L	20996	3
CC	QC	Ba(ref)	0.50753	mg/L	31774	3
CC	QC	Ba(ref)	0.50691	mg/L	742310	3
CC	QC	Ba(ref)	0.47673	mg/L	480010	3
CC	QC	Ca	未校正	mg/L	584630	3
CC	QC	Ca(ref)	未校正	mg/L	6086.3	3
CC	QC	Ca(ref)	未校正	mg/L	397150	3
CC	QC	Ca(ref)	未校正	mg/L	596590	3
CC	QC	Ca(ref)	未校正	mg/L	16047	3
CC	QC	Cd	0.50789	mg/L	15947	3
CC	QC	Cd(ref)	0.54384	mg/L	15478	3
CC	QC	Cd(ref)	0.54488	mg/L	19358	3
CC	QC	Cd(ref)	0.57163	mg/L	16274	3
CC	QC	Cd(ref)	0.51485	mg/L	820.4	3
CC	QC	Cd(ref)	0.53599	mg/L	2354.9	3
CC	QC	Co	0.49757	mg/L	5602.5	3
CC	QC	Co(ref)	0.50663	mg/L	9437.3	3
CC	QC	Co(ref)	0.50234	mg/L	6233.9	3
CC	QC	Co(ref)	0.50277	mg/L	5717.2	3
CC	QC	Cr	0.49584	mg/L	16673	3
CC	QC	Cr(ref)	0.50196	mg/L	3301	3
CC	QC	Cr(ref)	0.48927	mg/L	941.52	3
CC	QC	Cr(ref)	0.49969	mg/L	17014	3
CC	QC	Cu	0.51088	mg/L	27755	3
CC	QC	Cu(ref)	0.52469	mg/L	4950.8	3
CC	QC	Cu(ref)	0.52009	mg/L	33407	3
CC	QC	Cu(ref)	0.51742	mg/L	28324	3
CC	QC	Fe	0.00474	mg/L	782.46	3
CC	QC	Fe(ref)	0.00891	mg/L	480.24	3
CC	QC	Fe(ref)	0.00336	mg/L	798.44	3
CC	QC	Fe(ref)	0.00495	mg/L	415.51	3
CC	QC	Hg	0.50219	mg/L	1072.7	3
CC	QC	Hg(ref)	0.50123	mg/L	1094.5	3
CC	QC	Hg(ref)	0.5068	mg/L	1845.7	3
CC	QC	Hg(ref)	0.50586	mg/L	1953.6	3
CC	QC	K	未校正	mg/L	233550	3
CC	QC	K(ref)	未校正	mg/L	2273.8	3
CC	QC	K(ref)	未校正	mg/L	53.478	3
CC	QC	K(ref)	未校正	mg/L	15958	3
CC	QC	K(ref)	未校正	mg/L	238350	3
CC	QC	K(ref)	未校正	mg/L	213800	3
CC	QC	Mg	0.00583	mg/L	10600	3
CC	QC	Mg(ref)	0.00608	mg/L	10812	3
CC	QC	Mg(ref)	0.00541	mg/L	55.78	3
CC	QC	Mg(ref)	0.00596	mg/L	2549.9	3
CC	QC	Mg(ref)	0.00587	mg/L	383.2	3
CC	QC	Mn	0.516	mg/L	97032	3
CC	QC	Mn(ref)	0.51682	mg/L	99017	3
CC	QC	Mn(ref)	0.51943	mg/L	45669	3
CC	QC	Mn(ref)	0.52029	mg/L	8891	3
CC	QC	Mo	0.65659	mg/L	1472	3
CC	QC	Mo(ref)	0.66608	mg/L	1502.2	3
CC	QC	Mo(ref)	0.68335	mg/L	4432.4	3
CC	QC	Mo(ref)	0.66233	mg/L	2721.2	3
CC	QC	Na	0.57551	mg/L	135310	3
CC	QC	Na(ref)	未校正	mg/L	14569	3
CC	QC	Na(ref)	未校正	mg/L	390.03	3
CC	QC	Na(ref)	0.51333	mg/L	294750	3
CC	QC	Na(ref)	0.53423	mg/L	138070	3
CC	QC	Ni	0.51188	mg/L	2337.8	3
CC	QC	Ni(ref)	0.51186	mg/L	3425.9	3
CC	QC	Ni(ref)	0.51659	mg/L	1087.7	3
CC	QC	Ni(ref)	0.51188	mg/L	2337.8	3
CC	QC	Pb	0.53603	mg/L	1310.5	3
CC	QC	Pb	0.53866	mg/L	1142.3	3
CC	QC	Pb(ref)	未校正	mg/L	178.83	3
CC	QC	Pb(ref)	0.53683	mg/L	337.72	3
CC	QC	Pb(ref)	0.5398	mg/L	1337.4	3
CC	QC	Pb(ref)	未校正	mg/L	583.02	3
CC	QC	Pb(ref)	0.51882	mg/L	702.29	3
CC	QC	Pb(ref)	未校正	mg/L	230.97	3
CC	QC	Pb(ref)	0.53398	mg/L	1745.8	3
CC	QC	Sb	0.49406	mg/L	1017.1	3
CC	QC	Sb(ref)	0.49941	mg/L	1037.9	3
CC	QC	Sb(ref)	0.50333	mg/L	468.93	3
CC	QC	Sb(ref)	0.50328	mg/L	484.39	3
CC	QC	Sc	0.84	比值	917.68	3
CC	QC	Sc	0.83	比值	7730.19	3
CC	QC	Sc	0.83	比值	9634.77	3
CC	QC	Se	0.61553	mg/L	399.09	3
CC	QC	Se(ref)	0.61817	mg/L	407.14	3
CC	QC	Se(ref)	0.60737	mg/L	304.1	3
CC	QC	Sn	0.01806	mg/L	83.162	3
CC	QC	Sn(ref)	0.01747	mg/L	84.829	3
CC	QC	Sn(ref)	0.02646	mg/L	58.615	3
CC	QC	Sn(ref)	0.21616	mg/L	710.67	3
CC	QC	Sr	0.52127	mg/L	3068200	3
CC	QC	Sr(ref)	0.53511	mg/L	3131200	3
CC	QC	Sr(ref)	0.52944	mg/L	1285100	3
CC	QC	Sr(ref)	0.4983	mg/L	72471	3
CC	QC	Ti	0.06077	mg/L	8342.8	3
CC	QC	Ti(ref)	0.06218	mg/L	16291	3
CC	QC	Ti(ref)	0.06097	mg/L	8509.8	3
CC	QC	Ti(ref)	0.06203	mg/L	2722.5	3
